fid,DamID,DamName,Lat,Lon,FlagType,InstllCap,MaxVol,MaxVolSrc,MinVol,MinVolSrc,MaxH,MinH,MaxHSrc,MinHSrc,NmEnrgy01a,NmEnrgy01b,NmEnrgy01c,NmEnrgy01d,DisDur01a,DisDur01b,DisDur01c,DisDur01d,HisMaxVol,HisMinVol,HisMeanVol,HisMedVol,HisVol_25,HisVol_75,HisMaxH,HisMinH,HisMeanH,HisMedH,HisH_25,HisH_75,HisSrc,HisPeriod,NmEnrgy02a,NmEnrgy02b,NmEnrgy02c,NmEnrgy02d,NmEnrgy02e,NmEnrgy02f,DisDur02a,DisDur02b,DisDur02c,DisDur02d,DisDur02e,DisDur02f
"44",AL01421,YATES,32.5744,-85.8893,Conventional storage dam,50.5,66.60792,NID2019,66.60792,NID2019,18.56232,18.56232,NID2019,NID2019,3369.18325719024,3369.18325719024,1684.59162859512,1684.59162859512,66.716500142381,66.716500142381,33.3582500711905,33.3582500711905,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"45",AL01422,THURLOW,32.535,-85.8883,Conventional storage dam,91,22.51101,NID2019,22.5,GRanDv1.3,18.9,13.22832,GRanDv1.3,NID2019,1159.373292525,811.06137,579.6866462625,405.530685,12.7403658519231,8.91276230769231,6.37018292596154,4.45638115384615,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"46",AL01423,JORDAN,32.6187,-86.2583,Run-of-River,100,289.9,GRanDv1.3,289.8678,NID2019,26.67,26.6,NID2019,GRanDv1.3,21068.699925,21011.067483,10534.3499625,10505.5337415,210.68699925,210.11067483,105.343499625,105.055337415,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"47",AL01424,MITCHELL,32.805,-86.4467,Run-of-River,170,212.2,GRanDv1.3,212.15856,NID2019,22.4,18.288,GRanDv1.3,NID2019,12952.688,10572.879405888,6476.344,5286.439702944,76.1922823529412,62.1934082699294,38.0961411764706,31.0967041349647,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"48",AL01425,MARTIN,32.68,-85.9117,Conventional storage dam,210.6,2004.4,GRanDv1.3,2000.70456,NID2019,37.1,35.84448,GRanDv1.3,NID2019,202639.829,195421.234749108,101319.9145,97710.6173745542,962.202416904083,927.926090926441,481.101208452042,463.963045463221,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"49",AL01426,HOLT LOCK AND DAM,33.25333,-87.45,Lock & Dam,46.9,145.5383052,NID2019,145.5383052,NID2019,25.6032,25.6032,NID2019,NID2019,10154.0212647733,10154.0212647733,5077.01063238667,5077.01063238667,216.503651700924,216.503651700924,108.251825850462,108.251825850462,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"50",AL01427,JOHN HOLLIS BANKHEAD LOCK DAM,33.45667,-87.355,Lock & Dam,53.9,332.0713182,NID2019,332.0713182,NID2019,23.68296,23.68296,NID2019,NID2019,21430.5765080622,21430.5765080622,10715.2882540311,10715.2882540311,397.59882204197,397.59882204197,198.799411020985,198.799411020985,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"51",AL01432,"WALTER F GEORGE LOCK,DAM,POWERHOUSE",31.62667,-85.06333,Lock & Dam,168,1152.6,GRanDv1.3,1152.07032,NID2019,36.4,30.7848,GRanDv1.3,NID2019,114326.394,96645.5432049456,57163.197,48322.7716024728,680.51425,575.271090505629,340.257125,287.635545252814,1241.806,922.179,1084.028,1097.548,1055.504,1127.701,20.12,18.26,19.33,19.426,19.153,19.617,Gao,1984-2018,68085.735,45885.86,57101.522,58099.63,55088.663,60281.752,405.272232142857,273.130119047619,339.890011904762,345.831130952381,327.908708333333,358.819952380952
"52",AL01434,ROBERT F. HENRY LOCK AND DAM,32.32333,-86.78333,Lock & Dam,82,288.881016,NID2019,288.881016,NID2019,21.336,21.336,NID2019,NID2019,16795.7155988496,16795.7155988496,8397.8577994248,8397.8577994248,204.825799985971,204.825799985971,102.412899992985,102.412899992985,338.766,256.218,290.332,291.169,287.897,294.004,10.816,9.402,10.121,10.139,10.075,10.195,Gao,1984-2018,9984.356,6564.254,8007.251,8044.491,7904.374,8168.111,121.76043902439,80.0518780487805,97.6494024390244,98.1035487804878,96.3948048780488,99.6111097560976
"53",AL01435,"MILLERS FERRY LOCK,DAM & POWERHOUSE",32.10167,-87.4,Lock & Dam,101.1,409.268664,NID2019,409.268664,NID2019,16.764,16.764,NID2019,NID2019,18696.1701819816,18696.1701819816,9348.0850909908,9348.0850909908,184.927499327217,184.927499327217,92.4637496636083,92.4637496636083,429.851,363.105,411.227,412.58,408.018,416.366,7.653,6.666,7.405,7.424,7.36,7.478,Gao,1984-2018,8964.32,6596.133,8297.597,8346.782,8183.454,8483.952,88.6678536102868,65.243649851632,82.0731651829871,82.5596636993076,80.9441543026706,83.9164391691395
"54",AL07701,WHEELER,34.80643,-87.38188,Lock & Dam,404,1318.6,GRanDv1.3,225.03115728,NID2019,37.338,15.4,NID2019,GRanDv1.3,134162.34153,9443.4325152552,67081.170765,4721.7162576276,332.085003787129,23.3748329585525,166.042501893564,11.6874164792762,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"55",AL07702,WILSON,34.79997,-87.62551,Lock & Dam,666.7,1055.46,HydroLAKES,785.16305964,NID2019,29.4,29.23032,GRanDv1.3,NID2019,84558.1779,62540.2963978684,42279.08895,31270.1481989342,126.830925303735,93.8057543090871,63.4154626518674,46.9028771545435,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"56",AL09501,GUNTERSVILLE,34.42367,-86.39222,Lock & Dam,115.2,1293.9,GRanDv1.3,1255.68264,NID2019,20.3,20.05584,GRanDv1.3,NID2019,71575.31325,68625.773573233,35787.656625,34312.8867866165,621.313483072917,595.709840045425,310.656741536458,297.854920022713,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"57",AL83001,R. L. HARRIS,33.2585,-85.613,Conventional storage dam,135,525.5,GRanDv1.3,525.46248,NID2019,34.77768,32.2,NID2019,GRanDv1.3,49801.203039,46106.7053076,24900.6015195,23053.3526538,368.897800288889,341.531150426667,184.448900144444,170.765575213333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"58",AR00150,BLAKELY MOUNTAIN DAM,34.5746,-93.1951,Conventional storage dam,75,4638.8,GRanDv1.3,2653.338828,NID2019,51.2064,51.1,NID2019,GRanDv1.3,647286.276672,369470.79845193,323643.138336,184735.399225965,8630.48368896,4926.2773126924,4315.24184448,2463.1386563462,-99999,-99999,-99999,-99999,-99999,-99999,52.471,47.025,49.291,49.405,48.463,50.066,Gao,1984-2018,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"59",AR00151,DEGRAY DAM,34.22,-93.11,Has PS already,40,1698.6,GRanDv1.3,807.559356,NID2019,51.8,20.90928,GRanDv1.3,NID2019,239765.883,46012.9457835845,119882.9415,23006.4728917923,5994.147075,1150.32364458961,2997.0735375,575.161822294807,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"60",AR00154,NARROWS DAM,34.14833,-93.715,Conventional storage dam,25.5,740.8,GRanDv1.3,345.004356,NID2019,42,41.81856,GRanDv1.3,NID2019,84784.56,39315.1701104891,42392.28,19657.5850552445,3324.88470588235,1541.77137688192,1662.44235294118,770.885688440962,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"61",AR00159,NORFORK,36.24897,-92.23784,Conventional storage dam,80.4,2446,GRanDv1.3,38.23788,NID2019,53.2,52.91328,GRanDv1.3,NID2019,354596.62,5513.46974910144,177298.31,2756.73487455072,4410.40572139303,68.5754943918089,2205.20286069652,34.2877471959045,2414.079,1214.41,1590.858,1551.408,1482.53,1644.645,64.528,52.232,56.682,56.335,55.559,57.347,Gao,1984-2018,424487.377,172850.872,245720.356,238161.643,224450.636,257009.124,5279.69374378109,2149.88646766169,3056.22333333333,2962.20949004975,2791.67457711443,3196.63089552239
"62",AR00160,BULL SHOALS,36.367,-92.575,Conventional storage dam,340,6670.7,GRanDv1.3,3759.64704,NID2019,60.2,60.16752,GRanDv1.3,NID2019,1094294.9815,616418.539836584,547147.49075,308209.269918292,3218.51465147059,1812.99570540172,1609.25732573529,906.497852700858,6566.112,3094.31,3932.982,3746.424,3571.856,4049.054,77.474,61.449,66.075,65.269,64.3,66.873,Gao,1984-2018,1386211.792,518140.091,708151.381,666329.605,625853.926,737857.434,4077.09350588235,1523.94144411765,2082.79817941176,1959.79295588235,1840.74684117647,2170.16892352941
"63",AR00162,DARDANELLE LOCK & DAM,35.25,-93.16667,Lock & Dam,160.8,599.7,GRanDv1.3,519.171732,NID2019,18.9,16.764,GRanDv1.3,NID2019,30886.04925,23716.7511440508,15443.024625,11858.3755720254,192.077420708955,147.492233482903,96.0387103544776,73.7461167414515,606.48,543.762,590.388,591.425,587.479,594.89,8.071,7.604,7.954,7.962,7.933,7.987,Gao,1984-2018,13338.195,11266.802,12796.749,12831.983,12699.277,12948.196,82.948973880597,70.0671766169154,79.5817723880597,79.8008893034826,78.9756032338308,80.5236069651741
"64",AR00163,JAMES W. TRIMBLE LOCK & DAM,35.35,-94.29167,Lock & Dam,32.4,65.497788,NID2019,65.497788,NID2019,7.9248,7.9248,NID2019,NID2019,1414.42997168304,1414.42997168304,707.21498584152,707.21498584152,43.6552460396,43.6552460396,21.8276230198,21.8276230198,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"65",AR00164,OZARK LOCK & DAM,35.47333,-93.81,Lock & Dam,100,159.11892,NID2019,159.11892,NID2019,10.0584,10.0584,NID2019,NID2019,4361.3127549288,4361.3127549288,2180.6563774644,2180.6563774644,43.613127549288,43.613127549288,21.806563774644,21.806563774644,188.262,164.911,179.112,179.186,177.477,181.228,6.496,5.925,6.284,6.287,6.244,6.337,Gao,1984-2018,3332.687,2662.407,3066.909,3069.651,3019.843,3129.527,33.32687,26.62407,30.66909,30.69651,30.19843,31.29527
"66",AR00165,ARTHUR V. ORMOND LOCK&DAM,35.125,-92.78667,Lock & Dam,32.4,60.193824,NID2019,60.193824,NID2019,7.9248,7.9248,NID2019,NID2019,1299.89044478592,1299.89044478592,649.94522239296,649.94522239296,40.1200754563556,40.1200754563556,20.0600377281778,20.0600377281778,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"67",AR00169,WILBUR D. MILLS DAM,33.98833,-91.31333,Lock & Dam,102.6,135.7814784,NID2019,135.7814784,NID2019,4.2672,4.2672,NID2019,NID2019,1578.88332461261,1578.88332461261,789.441662306304,789.441662306304,15.3887263607467,15.3887263607467,7.69436318037333,7.69436318037333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"68",AR00171,MURRAY LOCK & DAM,34.79167,-92.35833,Lock & Dam,45.4,107.436108,NID2019,107.436108,NID2019,6.7056,6.7056,NID2019,NID2019,1963.15421681808,1963.15421681808,981.57710840904,981.57710840904,43.2412823087683,43.2412823087683,21.6206411543841,21.6206411543841,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"69",AR00173,GREERS FERRY,35.52113,-91.9937,Conventional storage dam,96,3508,GRanDv1.3,2355.9468,NID2019,52.5,51.84648,GRanDv1.3,NID2019,501863.25,332852.070063794,250931.625,166426.035031897,5227.7421875,3467.20906316452,2613.87109375,1733.60453158226,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"70",AR00174,BEAVER,36.41667,-93.84833,Conventional storage dam,112,2407.8,GRanDv1.3,2037.70896,NID2019,49,48.64608,GRanDv1.3,NID2019,321501.495,270119.857156289,160750.7475,135059.928578145,2870.5490625,2411.78443889544,1435.27453125,1205.89221944772,2390.132,1573.545,2009.838,2022.864,1876.764,2100.209,67.294,59.941,64.082,64.249,62.928,64.92,Gao,1984-2018,438295.608,257021.236,350966.372,354160.561,321826.871,371541.743,3913.35364285714,2294.83246428571,3133.62832142857,3162.14786607143,2873.45420535714,3317.33699107143
"71",AR00534,CARPENTER,34.4428,-93.0265,Conventional storage dam,56,225.9241968,NID2019,225.9,GRanDv1.3,23.8,23.4696,GRanDv1.3,NID2019,14652.313783464,14447.357694,7326.156891732,7223.678847,261.648460419,257.98853025,130.8242302095,128.994265125,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"72",AR00535,REMMEL,34.4272,-92.8939,Conventional storage dam,9,41.1242232,NID2019,41.1,GRanDv1.3,16.1,16.002,GRanDv1.3,NID2019,1804.222482342,1792.183995,902.111241171,896.0919975,200.469164704667,199.131555,100.234582352333,99.5657775,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"73",AR01319,WHITE RIVER L AND D NO. 1,35.75714,-91.63748,Run-of-River,4.3,15.4185,NID2019,15.4185,NID2019,5.97408,5.97408,NID2019,NID2019,251.003435508,251.003435508,125.501717754,125.501717754,58.3728919786046,58.3728919786046,29.1864459893023,29.1864459893023,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"74",AR01320,WHITE RIVER LOCK & DAM NO. 2,35.74427,-91.76573,Lock & Dam,3.5,10.58449188,NID2019,10.58449188,NID2019,6.18744,6.18744,NID2019,NID2019,178.462725493515,178.462725493515,89.2313627467576,89.2313627467576,50.9893501410043,50.9893501410043,25.4946750705022,25.4946750705022,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"75",AR01321,WHITE RIVER LOCK & DAM NO. 3,35.84356,-91.85021,Run-of-River,4.3,12.63330216,NID2019,12.63330216,NID2019,4.48056,4.48056,NID2019,NID2019,154.246631188376,154.246631188376,77.1233155941881,77.1233155941881,35.8713095786921,35.8713095786921,17.9356547893461,17.9356547893461,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"76",AR01492,LEE CREEK,35.4866,-94.4148,Run-of-River,1.3,23.4,HydroLAKES,8.77991064,NID2019,8.5344,8.5344,NID2019,NID2019,544.196016,204.187709022394,272.098008,102.093854511197,418.61232,157.067468478764,209.30616,78.5337342393822,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"77",AR01499,KULP LAKE,34.75778,-94.11444,Conventional storage dam,-99999,0.06044052,NID2019,0.06044052,NID2019,6.4008,6.4008,NID2019,NID2019,1.0542144291336,1.0542144291336,0.5271072145668,0.5271072145668,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"78",AZ00021,CC CRAGIN,34.5544,-111.1838,Conventional storage dam,3,18.5022,NID2019,18.5,GRanDv1.3,36.4,36.2712,GRanDv1.3,NID2019,1835.233218,1828.52187,917.616609,914.260935,611.744406,609.50729,305.872203,304.753645,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"79",AZ10307,GLEN CANYON,36.9379,-111.4842,Conventional storage dam,1312,33303.96,NID2019,25070,GRanDv1.3,151.4856,151.2,NID2019,GRanDv1.3,13747816.7391096,10329341.4,6873908.3695548,5164670.7,10478.5188560287,7872.97362804878,5239.25942801433,3936.48681402439,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"80",AZ10309,DAVIS,35.1959,-114.57,Conventional storage dam,254.8,2242.9,GRanDv1.3,1964.070204,NID2019,42.7,42.672,GRanDv1.3,NID2019,260978.23675,228384.440205365,130489.118375,114192.220102682,1024.24739697802,896.328258262813,512.123698489011,448.164129131407,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"81",AZ10311,HORSE MESA,33.5906,-111.3439,Has PS already,29.7,302.3,GRanDv1.3,302.26180704,NID2019,65.1,65.0748,GRanDv1.3,NID2019,53627.26425,53599.732596089,26813.632125,26799.8662980445,1805.63179292929,1804.70480121512,902.815896464646,902.352400607558,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"82",AZ10312,PARKER,34.2966,-114.1392,Conventional storage dam,120,803,GRanDv1.3,222.0264,NID2019,68.6,24.384,GRanDv1.3,NID2019,150108.805,14752.85498496,75054.4025,7376.42749248,1250.90670833333,122.940458208,625.453354166667,61.470229104,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"83",AZ10313,MORMON FLAT,33.5534,-111.4429,Has PS already,9.2,71.4,GRanDv1.3,71.35928496,NID2019,47.6,43.2816,GRanDv1.3,NID2019,9261.294,8416.28247609491,4630.647,4208.14123804745,1006.66239130435,914.813312619012,503.331195652174,457.406656309506,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"84",AZ10317,THEODORE ROOSEVELT,33.6715,-111.1615,Conventional storage dam,36,2038.99547964,NID2019,1641.8,GRanDv1.3,76.3,76.16952,GRanDv1.3,NID2019,423942.84263805,340775.1963756,211971.421319025,170387.5981878,11776.1900732792,9465.9776771,5888.09503663958,4732.98883855,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"85",AZ10318,STEWART MOUNTAIN,33.5665,-111.5359,Conventional storage dam,13,86.0537322,NID2019,84.9,GRanDv1.3,44.1,35.6616,GRanDv1.3,NID2019,10341.2921328045,8250.400314,5170.64606640225,4125.200157,795.484010215731,634.646178,397.742005107865,317.323089,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"86",AZ10437,HEADGATE ROCK,34.16854,-114.2773,Conventional storage dam,19.5,8.665197,NID2019,8.665197,NID2019,14.9352,14.9352,NID2019,NID2019,352.65982688874,352.65982688874,176.32991344437,176.32991344437,18.0851193276277,18.0851193276277,9.04255966381385,9.04255966381385,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"87",CA00035,Oroville,39.5388,-121.4855,Has PS already,351,4366.5192,NID2019,4366.5,GRanDv1.3,164.5,164.2872,GRanDv1.3,NID2019,1957346.81289,1954806.16023,978673.406445,977403.080115,5576.48664641026,5569.24831974359,2788.24332320513,2784.62415987179,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"88",CA00036,THERMALITO DIVERSION,39.5288,-121.5449,Conventional storage dam,3.4,16.43982144,NID2019,16.43982144,NID2019,30.51048,30.51048,NID2019,NID2019,1366.82414785268,1366.82414785268,683.412073926342,683.412073926342,402.007102309613,402.007102309613,201.003551154806,201.003551154806,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"89",CA00041,THERMALITO FOREBAY,39.51531,-121.63039,Has PS already,32.6,14.6,GRanDv1.3,14.51559264,NID2019,19.6,19.41576,GRanDv1.3,NID2019,779.786,767.990191555117,389.893,383.995095777559,23.9198159509202,23.5579813360465,11.9599079754601,11.7789906680233,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"90",CA00042,THERMALITO AFTERBAY,39.456,-121.637,Conventional storage dam,-99999,70.35893268,NID2019,70.3,GRanDv1.3,8.4,8.32104,GRanDv1.3,NID2019,1610.5159690452,1594.0408302,805.2579845226,797.0204151,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"91",CA00049,CEDAR SPRINGS,34.305,-117.3193,Conventional storage dam,32.7,92.511,NID2019,60.2,HydroLAKES,53.12664,53.12664,NID2019,NID2019,13392.826166034,8715.1596588,6696.413083017,4357.5798294,409.56654942,266.518644,204.78327471,133.259322,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"92",CA00052,PYRAMID,34.6443,-118.7643,Conventional storage dam,75.6,210.9,GRanDv1.3,209.6916,NID2019,90.3,90.03792,GRanDv1.3,NID2019,51895.63575,51448.5327524112,25947.817875,25724.2663762056,686.450208333333,680.536147518667,343.225104166667,340.268073759333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"93",CA00054,PERRIS,33.8633,-117.1978,Canal/conduit,7.9,162.14341296,NID2019,162.1,GRanDv1.3,28,27.7368,GRanDv1.3,NID2019,12371.542408848,12251.968638,6185.771204424,6125.984319,1566.01802643646,1550.88210607595,783.009013218228,775.441053037975,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"94",CA00072,BIG PINE CREEK,37.1245,-118.4857,Conventional storage dam,3.2,1.32105708,NID2019,1.32105708,NID2019,2.1336,2.1336,NID2019,NID2019,7.6807051265448,7.6807051265448,3.8403525632724,3.8403525632724,2.40022035204525,2.40022035204525,1.20011017602263,1.20011017602263,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"95",CA00075,LOWER FRANKLIN,34.0947,-118.412,Conventional storage dam,2,1.1348016,NID2019,1.1348016,NID2019,21.97608,21.97608,NID2019,NID2019,67.9573872821088,67.9573872821088,33.9786936410544,33.9786936410544,33.9786936410544,33.9786936410544,16.9893468205272,16.9893468205272,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"96",CA00076,LOWER SAN FERNANDO,34.2853,-118.4812,Conventional storage dam,5.6,12.3,GRanDv1.3,12.14114364,NID2019,26.67,26.6,NID2019,GRanDv1.3,893.911725,880.0507967454,446.9558625,440.0253983727,159.62709375,157.15192799025,79.813546875,78.575963995125,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"97",CA00077,DRINKWATER,34.5302,-118.5234,Conventional storage dam,111.5,0.11348016,NID2019,0.11348016,NID2019,22.4028,22.4028,NID2019,NID2019,6.9276948200208,6.9276948200208,3.4638474100104,3.4638474100104,0.0621317921078099,0.0621317921078099,0.0310658960539049,0.0310658960539049,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
